Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,1109,Male,1,Laboratory Technician,Single,2450,1,Y,19,80,0,3,3,3,1,2
30,No,Travel_Rarely,Sales,29,4,Technical Degree,1,1110,Male,3,Sales Executive,Married,9250,3,Y,12,80,1,9,3,4,1,3
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1111,Female,1,Laboratory Technician,Divorced,2074,1,Y,12,80,1,1,2,1,0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,1,1112,Female,3,Manufacturing Director,Married,10169,0,Y,16,80,1,34,4,33,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,1113,Male,2,Manufacturing Director,Married,4855,4,Y,11,80,2,7,2,5,1,4
32,No,Non-Travel,Research & Development,1,4,Technical Degree,1,1114,Male,2,Research Scientist,Married,4087,4,Y,14,80,1,9,3,6,1,2
48,No,Travel_Rarely,Research & Development,15,4,Other,1,1115,Female,1,Research Scientist,Married,2367,8,Y,12,80,1,10,3,8,7,6
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,1116,Male,1,Research Scientist,Single,2972,1,Y,13,80,0,1,4,1,0,0
55,No,Travel_Rarely,Sales,26,5,Marketing,1,1117,Male,5,Manager,Married,19586,1,Y,21,80,1,36,3,36,2,13
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1118,Male,2,Research Scientist,Married,5484,9,Y,17,80,1,9,3,2,2,1
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1119,Female,1,Research Scientist,Married,2061,1,Y,21,80,0,1,5,1,0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,1,1120,Male,2,Sales Executive,Married,9924,0,Y,11,80,1,10,3,9,7,7
38,No,Travel_Rarely,Sales,16,3,Life Sciences,1,1121,Female,2,Sales Executive,Single,4198,2,Y,12,80,0,8,5,3,1,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1122,Female,2,Sales Executive,Single,6815,6,Y,13,80,0,15,5,1,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,1,1123,Male,1,Laboratory Technician,Single,4723,1,Y,18,80,0,10,3,10,1,5
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,1124,Female,2,Healthcare Representative,Single,6142,3,Y,16,80,0,10,4,5,0,4
39,No,Travel_Rarely,Sales,6,3,Medical,1,1125,Male,3,Sales Executive,Married,8237,2,Y,11,80,1,11,3,7,7,6
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1126,Male,2,Healthcare Representative,Divorced,8853,1,Y,19,80,1,6,0,6,1,3
50,No,Travel_Rarely,Sales,9,3,Marketing,1,1127,Male,5,Manager,Married,19331,4,Y,16,80,1,27,2,1,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1128,Male,1,Research Scientist,Married,2073,2,Y,16,80,1,4,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,1129,Male,2,Laboratory Technician,Married,5562,3,Y,13,80,1,9,3,3,0,2
42,No,Travel_Rarely,Research & Development,9,2,Other,1,1130,Male,5,Manager,Single,19613,8,Y,22,80,0,24,2,1,0,1
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1131,Male,2,Laboratory Technician,Married,3407,1,Y,17,80,2,10,3,10,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1132,Male,2,Healthcare Representative,Married,5063,1,Y,14,80,1,8,3,8,7,7
40,No,Travel_Rarely,Sales,14,2,Life Sciences,1,1133,Female,2,Sales Executive,Married,4639,1,Y,15,80,1,5,2,5,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1134,Male,1,Laboratory Technician,Divorced,4876,5,Y,12,80,1,8,0,6,0,2
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1135,Male,1,Laboratory Technician,Married,2690,1,Y,18,80,1,1,5,1,0,1
46,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1136,Male,4,Manager,Single,17567,1,Y,15,80,0,27,5,26,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1,1137,Male,1,Laboratory Technician,Married,2408,1,Y,17,80,3,1,3,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,1,1138,Female,1,Research Scientist,Married,2814,1,Y,14,80,0,4,2,4,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,1,1139,Male,4,Healthcare Representative,Married,11245,2,Y,15,80,1,32,3,30,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,1,1140,Female,1,Research Scientist,Married,3312,3,Y,17,80,2,6,3,3,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,1,1141,Female,5,Research Director,Divorced,19049,0,Y,14,80,1,23,4,22,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,1,1142,Male,1,Research Scientist,Married,2141,1,Y,12,80,1,6,3,6,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,1,1143,Female,2,Laboratory Technician,Single,5769,1,Y,14,80,0,10,3,10,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1,1144,Male,2,Sales Executive,Married,4385,1,Y,15,80,1,10,2,10,4,5
31,No,Travel_Frequently,Sales,2,4,Other,1,1145,Male,2,Sales Executive,Single,5332,7,Y,13,80,0,10,3,5,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1146,Female,2,Manufacturing Director,Married,4663,9,Y,12,80,2,7,2,3,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,1147,Male,2,Manufacturing Director,Divorced,4724,1,Y,13,80,1,9,3,9,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1148,Female,1,Laboratory Technician,Married,3211,1,Y,14,80,1,10,3,9,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,1,1149,Male,2,Manufacturing Director,Married,5377,2,Y,13,80,3,10,3,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,1,1150,Male,1,Laboratory Technician,Divorced,4066,1,Y,11,80,2,7,3,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1,1151,Male,2,Research Scientist,Married,5208,1,Y,11,80,0,16,2,16,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,1,1152,Female,2,Manufacturing Director,Divorced,4877,0,Y,21,80,1,6,5,5,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,1,1153,Male,1,Research Scientist,Single,3117,1,Y,18,80,0,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,1,1154,Female,1,Sales Representative,Single,1569,1,Y,12,80,0,0,2,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1,1155,Female,5,Manager,Married,19658,3,Y,11,80,1,27,2,5,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,1,1156,Male,2,Laboratory Technician,Divorced,3069,0,Y,15,80,1,11,3,10,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1157,Female,3,Manufacturing Director,Married,10435,1,Y,13,80,2,18,2,18,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,1,1158,Female,2,Healthcare Representative,Married,4148,1,Y,12,80,1,15,5,14,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1159,Male,2,Manufacturing Director,Married,5768,3,Y,17,80,3,9,2,4,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,1160,Female,2,Manufacturing Director,Single,5042,0,Y,13,80,0,10,2,9,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,1,1161,Female,2,Manufacturing Director,Divorced,5770,1,Y,19,80,2,10,3,10,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,1,1162,Female,3,Manufacturing Director,Married,7756,3,Y,19,80,1,10,6,5,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,1,1163,Male,3,Sales Executive,Married,10306,9,Y,17,80,0,15,3,13,6,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,1,1164,Female,1,Research Scientist,Married,3936,1,Y,11,80,1,8,2,8,7,7
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1165,Female,3,Manufacturing Director,Single,7945,6,Y,15,80,0,18,2,4,3,3
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,1166,Male,2,Human Resources,Married,5743,4,Y,11,80,0,14,3,10,0,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,1,1167,Male,4,Manager,Married,15202,2,Y,25,80,1,23,3,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,1168,Male,2,Sales Executive,Divorced,5440,6,Y,14,80,2,7,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,1169,Female,1,Research Scientist,Single,3760,1,Y,13,80,0,6,2,6,1,3
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,1170,Female,1,Research Scientist,Married,3517,7,Y,17,80,0,5,0,3,0,2
27,No,Travel_Frequently,Research & Development,2,3,Medical,1,1171,Male,1,Research Scientist,Single,2580,2,Y,13,80,0,6,0,4,1,2
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1172,Male,1,Laboratory Technician,Single,2166,3,Y,14,80,0,10,3,4,0,3
29,No,Travel_Rarely,Sales,10,3,Medical,1,1173,Male,2,Sales Executive,Single,5869,9,Y,11,80,0,8,2,5,1,4
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1174,Female,3,Healthcare Representative,Married,8008,4,Y,12,80,2,9,6,3,0,2
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1175,Male,2,Manufacturing Director,Divorced,5206,1,Y,17,80,2,7,6,7,0,7
39,No,Travel_Rarely,Research & Development,12,3,Medical,1,1176,Male,2,Manufacturing Director,Married,5295,4,Y,21,80,0,7,3,5,1,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1,1177,Female,4,Research Director,Married,16413,3,Y,16,80,2,27,2,4,1,2
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1,1178,Female,3,Research Director,Divorced,13269,5,Y,15,80,3,19,3,14,1,11
20,No,Travel_Rarely,Sales,2,3,Medical,1,1179,Female,1,Sales Representative,Single,2783,1,Y,19,80,0,2,3,2,2,2
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1180,Female,2,Research Scientist,Divorced,5433,1,Y,12,80,1,11,2,11,7,9
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1181,Male,1,Laboratory Technician,Single,2013,2,Y,11,80,0,15,4,4,1,3
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1182,Female,4,Healthcare Representative,Married,13966,2,Y,19,80,1,30,3,15,2,12
36,No,Non-Travel,Research & Development,1,4,Medical,1,1183,Female,2,Manufacturing Director,Married,4374,0,Y,15,80,0,4,6,3,1,2
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1184,Male,2,Healthcare Representative,Divorced,6842,6,Y,20,80,1,13,3,5,0,4
54,No,Travel_Rarely,Research & Development,22,5,Medical,1,1185,Female,4,Manager,Married,17426,3,Y,25,80,1,36,6,10,4,7
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1186,Male,4,Research Director,Married,17603,1,Y,24,80,1,14,3,14,6,11
35,Yes,Travel_Frequently,Sales,12,4,Other,1,1187,Male,2,Sales Executive,Single,4581,3,Y,24,80,0,13,2,11,6,7
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1188,Male,2,Research Scientist,Married,4735,7,Y,15,80,2,19,4,13,2,9
29,No,Travel_Rarely,Sales,5,3,Medical,1,1189,Male,2,Sales Executive,Divorced,4187,1,Y,13,80,1,10,3,10,0,9
33,No,Travel_Rarely,Sales,2,4,Medical,1,1190,Male,2,Sales Executive,Divorced,5505,1,Y,14,80,2,6,5,6,0,4
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,1191,Male,2,Research Scientist,Divorced,5470,0,Y,13,80,2,10,4,9,1,6
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,1192,Female,2,Sales Executive,Married,5476,1,Y,11,80,2,10,2,10,0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,1,1193,Female,1,Laboratory Technician,Divorced,2587,4,Y,16,80,1,17,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,3,Medical,1,1194,Female,1,Laboratory Technician,Single,2440,1,Y,22,80,0,4,3,4,3,3
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1195,Female,4,Manager,Divorced,15972,6,Y,14,80,3,29,2,3,1,2
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1196,Male,4,Manager,Single,15379,4,Y,14,80,0,23,2,8,0,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,1,1197,Male,3,Sales Executive,Single,7082,3,Y,16,80,0,21,2,2,0,2
20,No,Travel_Rarely,Sales,9,1,Life Sciences,1,1198,Male,1,Sales Representative,Single,2728,1,Y,11,80,0,2,3,2,0,2
33,No,Non-Travel,Sales,16,3,Life Sciences,1,1199,Female,2,Sales Executive,Divorced,5368,1,Y,25,80,1,7,2,6,1,2
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1200,Male,2,Healthcare Representative,Married,5347,6,Y,14,80,2,10,2,3,0,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1201,Female,1,Human Resources,Divorced,3195,4,Y,18,80,3,8,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1202,Male,1,Laboratory Technician,Single,3989,1,Y,11,80,0,5,2,5,1,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,1,1203,Female,1,Laboratory Technician,Married,3306,7,Y,19,80,1,7,5,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,1,1204,Male,3,Healthcare Representative,Married,7005,3,Y,15,80,0,11,2,4,1,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,1,1205,Female,1,Sales Representative,Married,2655,2,Y,11,80,2,19,3,9,7,7
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1206,Male,1,Laboratory Technician,Single,1393,1,Y,12,80,0,1,2,1,0,0
26,No,Non-Travel,Research & Development,7,3,Medical,1,1207,Male,1,Laboratory Technician,Single,2570,1,Y,20,80,0,7,5,7,5,7
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1208,Male,1,Research Scientist,Divorced,3537,5,Y,12,80,1,8,1,4,1,2
34,No,Travel_Rarely,Research & Development,5,2,Medical,1,1209,Male,2,Laboratory Technician,Married,3986,1,Y,14,80,1,15,3,15,4,13
60,No,Travel_Rarely,Research & Development,1,4,Medical,1,1210,Male,3,Healthcare Representative,Divorced,10883,3,Y,20,80,1,19,2,1,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,1,1211,Male,1,Laboratory Technician,Married,2028,1,Y,18,80,3,14,6,14,2,13
37,No,Travel_Frequently,Sales,1,4,Medical,1,1212,Male,2,Sales Executive,Divorced,9525,1,Y,14,80,2,6,2,6,1,3
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1213,Female,1,Research Scientist,Married,2929,1,Y,12,80,0,10,3,10,8,7
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1,1214,Male,1,Sales Representative,Divorced,2275,1,Y,21,80,1,3,2,3,0,2
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1215,Female,3,Healthcare Representative,Married,7879,1,Y,19,80,1,9,2,8,6,7
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,1216,Male,1,Research Scientist,Single,4930,0,Y,14,80,0,6,2,5,1,4
43,No,Travel_Rarely,Sales,2,3,Medical,1,1217,Male,2,Sales Executive,Married,7847,1,Y,17,80,1,10,3,10,8,8
24,No,Travel_Rarely,Research & Development,9,3,Medical,1,1218,Male,1,Research Scientist,Married,4401,1,Y,16,80,1,5,1,5,0,4
41,No,Travel_Rarely,Sales,6,3,Marketing,1,1219,Male,3,Sales Executive,Single,9241,1,Y,12,80,0,10,3,10,8,7
29,No,Travel_Rarely,Research & Development,9,4,Medical,1,1220,Female,1,Laboratory Technician,Married,2974,9,Y,17,80,1,9,2,5,1,2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1221,Female,2,Sales Representative,Single,4502,3,Y,15,80,0,17,2,13,6,7
45,No,Non-Travel,Research & Development,1,1,Life Sciences,1,1222,Male,3,Healthcare Representative,Married,10748,3,Y,23,80,1,25,3,23,14,4
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1,1223,Male,1,Human Resources,Married,1555,1,Y,11,80,1,1,2,1,0,0
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1,1224,Male,4,Sales Executive,Married,12936,7,Y,11,80,0,25,3,23,14,10
26,No,Travel_Rarely,Research & Development,17,4,Medical,1,1225,Male,1,Laboratory Technician,Married,2305,1,Y,15,80,3,3,3,3,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1,1226,Female,4,Research Director,Single,16704,1,Y,11,80,0,21,2,21,8,6
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1227,Male,1,Research Scientist,Married,3433,6,Y,13,80,1,10,3,5,1,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1228,Male,1,Laboratory Technician,Married,3477,1,Y,14,80,1,6,2,5,0,3
41,No,Non-Travel,Human Resources,4,3,Human Resources,1,1229,Male,2,Human Resources,Married,6430,6,Y,19,80,1,10,4,3,1,2
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1230,Female,2,Manufacturing Director,Married,6516,2,Y,16,80,1,18,3,1,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,1,1231,Male,1,Laboratory Technician,Divorced,3907,1,Y,13,80,3,6,2,6,1,2
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,1232,Male,2,Healthcare Representative,Single,5562,6,Y,14,80,0,19,3,10,0,9
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1,1233,Male,2,Manufacturing Director,Married,6883,2,Y,16,80,1,17,3,7,0,7
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1,1234,Male,1,Research Scientist,Married,2862,1,Y,12,80,1,10,2,10,0,8
47,No,Non-Travel,Sales,2,4,Marketing,1,1235,Male,2,Sales Executive,Married,4978,7,Y,11,80,1,4,3,1,0,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1236,Male,3,Sales Executive,Divorced,10368,4,Y,12,80,1,13,5,10,0,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,1,1237,Male,2,Sales Executive,Divorced,6134,5,Y,13,80,3,16,3,2,2,2
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,1238,Male,2,Sales Executive,Single,6735,6,Y,15,80,0,10,2,0,0,0
23,No,Travel_Rarely,Research & Development,4,1,Medical,1,1239,Female,1,Laboratory Technician,Single,3295,1,Y,13,80,0,3,3,3,1,2
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1,1240,Female,2,Manufacturing Director,Single,5238,2,Y,20,80,0,9,3,5,1,4
39,No,Non-Travel,Research & Development,1,3,Life Sciences,1,1241,Male,2,Laboratory Technician,Married,6472,1,Y,15,80,1,9,2,9,5,8
32,No,Travel_Rarely,Sales,19,3,Life Sciences,1,1242,Male,3,Sales Executive,Married,9610,3,Y,13,80,1,10,2,4,0,2
40,No,Travel_Rarely,Sales,7,4,Medical,1,1243,Male,5,Manager,Single,19833,1,Y,14,80,0,21,3,21,12,8
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1,1244,Female,3,Human Resources,Married,9756,4,Y,21,80,2,9,2,5,0,3
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,1245,Female,1,Research Scientist,Single,4968,0,Y,16,80,0,10,2,9,0,7
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,1246,Male,1,Human Resources,Married,2145,0,Y,14,80,1,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1,1247,Female,1,Human Resources,Divorced,2180,6,Y,11,80,1,6,0,4,1,2
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1248,Male,2,Sales Executive,Married,8346,1,Y,19,80,1,6,3,5,0,2
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,1249,Female,1,Research Scientist,Single,3445,1,Y,11,80,0,6,5,6,1,4
29,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1250,Female,1,Sales Representative,Single,2760,1,Y,13,80,0,2,3,2,2,2
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1251,Male,2,Healthcare Representative,Single,6294,8,Y,12,80,0,10,5,3,0,2
30,No,Travel_Rarely,Sales,15,2,Marketing,1,1252,Male,3,Sales Executive,Divorced,7140,2,Y,11,80,1,12,2,7,1,7
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,1253,Male,1,Research Scientist,Married,2932,0,Y,14,80,3,6,3,5,1,2
33,No,Non-Travel,Sales,2,3,Marketing,1,1254,Female,2,Sales Executive,Single,5147,8,Y,15,80,0,13,2,11,1,7
49,No,Travel_Rarely,Sales,11,4,Marketing,1,1255,Female,2,Sales Executive,Single,4507,3,Y,12,80,0,8,1,5,0,4
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,1256,Female,3,Sales Executive,Single,8564,2,Y,20,80,0,11,2,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Medical,1,1257,Female,1,Laboratory Technician,Married,2468,4,Y,14,80,1,9,4,6,0,5
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1258,Male,3,Sales Executive,Married,8161,2,Y,13,80,3,10,2,1,0,0
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1259,Female,1,Research Scientist,Divorced,2109,1,Y,13,80,1,1,2,1,0,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1260,Male,2,Healthcare Representative,Married,5294,3,Y,16,80,1,10,3,7,1,7
32,No,Non-Travel,Research & Development,5,4,Technical Degree,1,1261,Male,1,Research Scientist,Single,2718,2,Y,14,80,0,12,3,7,0,7
38,No,Travel_Rarely,Research & Development,18,3,Medical,1,1262,Male,2,Healthcare Representative,Married,5811,3,Y,16,80,1,15,2,1,1,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1,1263,Male,1,Research Scientist,Married,2437,9,Y,16,80,1,6,4,1,0,0
42,No,Travel_Rarely,Research & Development,12,3,Medical,1,1264,Male,1,Laboratory Technician,Divorced,2766,8,Y,22,80,3,7,6,5,0,4
55,No,Travel_Rarely,Research & Development,2,3,Medical,1,1265,Male,5,Research Director,Married,19038,8,Y,12,80,3,34,2,1,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,1,1266,Male,2,Research Scientist,Divorced,3055,5,Y,15,80,2,11,2,9,1,7
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1267,Male,1,Laboratory Technician,Divorced,2289,1,Y,20,80,2,5,2,5,0,4
34,No,Non-Travel,Sales,10,3,Life Sciences,1,1268,Male,2,Sales Executive,Divorced,4001,1,Y,14,80,1,15,3,15,0,7
53,No,Non-Travel,Research & Development,1,4,Medical,1,1269,Female,4,Manufacturing Director,Married,12965,4,Y,20,80,3,27,2,3,0,2
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1,1270,Male,1,Human Resources,Single,3539,0,Y,13,80,0,10,5,9,1,8
34,No,Travel_Rarely,Sales,3,2,Life Sciences,1,1271,Female,2,Sales Executive,Single,6029,5,Y,12,80,0,6,3,2,2,2
21,Yes,Travel_Rarely,Sales,7,1,Marketing,1,1272,Male,1,Sales Representative,Single,2679,1,Y,13,80,0,1,3,1,1,0
38,No,Travel_Rarely,Research & Development,6,2,Other,1,1273,Female,1,Laboratory Technician,Married,3702,1,Y,11,80,1,5,3,5,0,4
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1274,Female,1,Laboratory Technician,Married,2398,1,Y,17,80,0,1,6,1,0,0
31,No,Travel_Rarely,Sales,29,4,Marketing,1,1275,Female,2,Sales Executive,Married,5468,1,Y,14,80,2,13,3,12,5,7
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1276,Female,3,Manager,Married,13116,2,Y,11,80,0,15,2,2,2,2
37,No,Travel_Rarely,Sales,9,2,Marketing,1,1277,Male,2,Sales Executive,Married,4189,1,Y,14,80,2,5,2,5,0,3
46,No,Travel_Rarely,Research & Development,2,4,Medical,1,1278,Male,5,Research Director,Divorced,19328,7,Y,17,80,1,24,3,2,2,2
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1279,Male,3,Healthcare Representative,Married,8321,7,Y,13,80,1,15,1,12,5,7
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,1280,Male,1,Research Scientist,Divorced,2342,1,Y,12,80,3,6,2,5,2,3
37,No,Travel_Rarely,Human Resources,8,2,Other,1,1281,Male,2,Human Resources,Divorced,4071,2,Y,13,80,0,19,4,10,4,7
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,1282,Male,2,Sales Executive,Single,5813,1,Y,18,80,0,10,2,10,7,7
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1283,Male,1,Research Scientist,Married,3143,6,Y,19,80,1,14,1,10,7,6
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1284,Male,1,Research Scientist,Married,2044,1,Y,11,80,1,5,6,5,0,3
39,No,Travel_Rarely,Research & Development,10,1,Medical,1,1285,Male,3,Research Director,Single,13464,7,Y,21,80,0,9,3,4,2,2
46,No,Non-Travel,Sales,26,2,Life Sciences,1,1286,Male,2,Sales Executive,Single,7991,8,Y,15,80,0,6,3,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1287,Female,1,Laboratory Technician,Married,3377,4,Y,17,80,1,7,5,4,0,2
42,No,Travel_Rarely,Research & Development,13,3,Medical,1,1288,Male,2,Healthcare Representative,Married,5538,5,Y,18,80,2,10,2,0,0,0
35,No,Non-Travel,Research & Development,2,2,Medical,1,1289,Male,2,Manufacturing Director,Divorced,5762,2,Y,14,80,1,15,6,7,1,7
38,No,Non-Travel,Human Resources,2,3,Human Resources,1,1290,Male,1,Human Resources,Divorced,2592,5,Y,13,80,3,13,3,11,3,8
34,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,1,1291,Male,2,Laboratory Technician,Married,5346,4,Y,17,80,1,11,3,7,0,7
37,Yes,Travel_Rarely,Research & Development,10,4,Medical,1,1292,Male,2,Manufacturing Director,Single,4213,1,Y,15,80,0,10,4,10,0,8
39,No,Travel_Frequently,Sales,20,3,Life Sciences,1,1293,Male,2,Sales Executive,Divorced,4127,2,Y,18,80,1,7,6,2,2,2
43,No,Non-Travel,Research & Development,9,3,Life Sciences,1,1294,Male,1,Research Scientist,Single,2438,4,Y,13,80,0,7,2,3,1,2
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1295,Male,2,Healthcare Representative,Single,6870,3,Y,12,80,0,11,3,3,1,2
41,No,Travel_Rarely,Sales,4,1,Marketing,1,1296,Female,3,Sales Executive,Divorced,10447,0,Y,13,80,1,23,3,22,13,5
30,No,Travel_Rarely,Research & Development,10,3,Medical,1,1297,Female,3,Manufacturing Director,Single,9667,9,Y,14,80,0,9,3,7,0,2
